cldqobpsd0000mmbw7888rjvb,BLACKPINK,"블랙핑크",https://logos-world.net/wp-content/uploads/2020/12/Blackpink-Logo.png,https://upload.wikimedia.org/wikipedia/commons/0/00/%EB%B8%94%EB%9E%99%ED%95%91%ED%81%AC%28BlackPink%29_-_%EB%A7%88%EC%A7%80%EB%A7%89%EC%B2%98%EB%9F%BC_171001_%EC%BD%94%EB%A6%AC%EC%95%84%EB%AE%A4%EC%A7%81%ED%8E%98%EC%8A%A4%ED%8B%B0%EB%B2%8C.jpg,"YG Entertainment",1675558594381,1675558594381
cldqocagv0002mmbwps806n0c,IVE,"아이브",https://raw.githubusercontent.com/cpro95/cdn/main/images/ive_logo.jpg,https://raw.githubusercontent.com/cpro95/cdn/main/images/ive_poster.jpeg,"STARSHIP ENTERTAINMENT",1675558621184,1675558621184
cldqocu020004mmbwe7dskodm,(G)I-DLE,"(여자)아이들",https://raw.githubusercontent.com/cpro95/cdn/main/images/g-i-dle_logo.png,https://raw.githubusercontent.com/cpro95/cdn/main/images/g-i-dle_poster.jpeg,"CUBE ENTERTAINMENT",1675558646498,1675558646498
